Parent,Child,Parent_size,Child_size,Parent_box_no,Child_box_no,Order,Overlap_perc,Participant_id,Image,Rotation_difference,Sym_axis_overlap
11680.0,11683.0,121476.0,9009.0,0.0,3.0,Parent to Child,0.8202630702630702,1218.0,EVA - 199586.jpg,90.0,0.0
11680.0,11684.0,121476.0,8372.0,0.0,4.0,Parent to Child,0.8516483516483516,1218.0,EVA - 199586.jpg,90.0,0.0
11680.0,11685.0,121476.0,8372.0,0.0,5.0,Parent to Child,1.0,1218.0,EVA - 199586.jpg,90.0,0.0
11680.0,11686.0,121476.0,8372.0,0.0,6.0,Parent to Child,1.0,1218.0,EVA - 199586.jpg,90.0,0.0
11681.0,11682.0,115364.0,9009.0,1.0,2.0,Parent to Child,0.978021978021978,1218.0,EVA - 199586.jpg,90.0,0.0
11681.0,11683.0,115364.0,9009.0,1.0,3.0,Parent to Child,0.8939393939393939,1218.0,EVA - 199586.jpg,90.0,0.0
11681.0,11684.0,115364.0,8372.0,1.0,4.0,Parent to Child,1.0,1218.0,EVA - 199586.jpg,90.0,0.03202195791399817
11681.0,11686.0,115364.0,8372.0,1.0,6.0,Parent to Child,1.0,1218.0,EVA - 199586.jpg,90.0,0.0
11700.0,11701.0,102800.0,19824.0,0.0,1.0,Parent to Child,1.0,1218.0,FLICKR-AES -farm6_5703_21645927971_d645f9a59c_b.jpg,0.0,0.08761016070502851
11811.0,11812.0,155488.0,145512.0,0.0,1.0,Parent to Child,0.9941860465116279,1239.0,paul-feeley_untitled.jpg,90.0,0.03130659767141009
11819.0,11820.0,58975.0,17710.0,0.0,1.0,Parent to Child,1.0,1239.0,richard-tuttle_two-with-any-2-1-1999.jpg,90.0,0.06031904287138584
11836.0,11837.0,40200.0,40200.0,0.0,1.0,Parent to Child,0.9925248756218905,1239.0,john-hoyland_dido-1979.jpg,90.0,0.0530469092503288
11863.0,11865.0,98279.99874889854,1127.0001079738154,0.0,2.0,Parent to Child,1.0,1242.0,EVA - 85021.jpg,0.0,0.0
11914.0,11912.0,103292.0,39399.99999999999,2.0,0.0,Child to Parent,0.8054771502129031,1245.0,EVA - 345927.jpg,90.0,0.015659955257270694
11914.0,11913.0,103292.0,39400.0,2.0,1.0,Child to Parent,0.96,1245.0,EVA - 345927.jpg,90.0,0.05382562277580071
11952.0,11953.0,110840.0,110840.0,1.0,2.0,Parent to Child,0.9923312883435583,1248.0,ion-pacea_natur-static-cu-vas-i-fructe.jpg,90.0,0.032997000272702484
11972.0,11971.0,179324.0,22113.0,1.0,0.0,Child to Parent,1.0,1248.0,pablo-picasso_guitar-and-jug-on-a-table-1918.jpg,0.0,0.360082304526749
11973.0,11974.0,55926.0,55926.0,0.0,1.0,Parent to Child,0.997907949790795,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.9959409594095942
11981.0,11973.0,250997.0,55926.0,8.0,0.0,Child to Parent,1.0,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.0
11981.0,11974.0,250997.0,55926.0,8.0,1.0,Child to Parent,1.0,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.0
11975.0,11976.0,55926.0,55926.0,2.0,3.0,Parent to Child,0.9915602760791046,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.045574387947269306
11981.0,11975.0,250997.0,55926.0,8.0,2.0,Child to Parent,1.0,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.0
11981.0,11976.0,250997.0,55926.0,8.0,3.0,Child to Parent,1.0,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.0064030131826741995
11977.0,11978.0,55926.0,55926.0,4.0,5.0,Parent to Child,0.9790079748238744,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.045574387947269306
11981.0,11977.0,250997.0,55926.0,8.0,4.0,Child to Parent,1.0,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.0
11981.0,11978.0,250997.0,55926.0,8.0,5.0,Child to Parent,1.0,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.0064030131826741995
11979.0,11980.0,55926.0,55926.0,6.0,7.0,Parent to Child,0.9873940564317133,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.045574387947269306
11981.0,11979.0,250997.0,55926.0,8.0,6.0,Child to Parent,1.0,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.0
11981.0,11980.0,250997.0,55926.0,8.0,7.0,Child to Parent,1.0,1248.0,anne-appleby_crocus-2012.jpg,90.0,0.0
11982.0,11983.0,102400.0,102400.0,0.0,1.0,Parent to Child,0.9861328125,1248.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,0.05759162303664921
11984.0,11982.0,675768.0,102400.0,2.0,0.0,Child to Parent,1.0,1248.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,0.05759162303664921
11985.0,11982.0,675768.0,102400.0,3.0,0.0,Child to Parent,1.0,1248.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,0.05759162303664921
11986.0,11982.0,675768.0,102400.0,4.0,0.0,Child to Parent,1.0,1248.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,0.8182948490230906
11984.0,11983.0,675768.0,102400.0,2.0,1.0,Child to Parent,1.0,1248.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,0.8181818181818182
11985.0,11983.0,675768.0,102400.0,3.0,1.0,Child to Parent,1.0,1248.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,1.0
11986.0,11983.0,675768.0,102400.0,4.0,1.0,Child to Parent,1.0,1248.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,0.05759162303664921
11984.0,11985.0,675768.0,675768.0,2.0,3.0,Parent to Child,0.9957810964709782,1248.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,0.8181818181818182
11984.0,11986.0,675768.0,675768.0,2.0,4.0,Parent to Child,0.9957810964709782,1248.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,0.05759162303664921
11985.0,11986.0,675768.0,675768.0,3.0,4.0,Parent to Child,1.0,1248.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,0.05759162303664921
11994.0,11993.0,34572.0,21171.999999999996,2.0,1.0,Child to Parent,0.8232638216538546,1248.0,gregoire-boonzaier_still-life-with-teapot-1930.jpg,39.44167281474679,0.0
11996.0,11995.0,185772.0,29625.0,1.0,0.0,Child to Parent,1.0,1248.0,jack-youngerman_greengage-1962.jpg,90.0,0.0831043956043956
12016.0,12014.0,83070.0,8374.0,2.0,0.0,Child to Parent,1.0,1257.0,AADB - farm1_260_20156759346_a5ab2f2a78_b.jpg,86.87496524324322,0.12736842105263158
12016.0,12015.0,83070.0,15664.000000000002,2.0,1.0,Child to Parent,0.9856551775911331,1257.0,AADB - farm1_260_20156759346_a5ab2f2a78_b.jpg,86.87496524324322,0.0
12028.0,12027.0,17794.0,7500.0,1.0,0.0,Child to Parent,0.9784993070093241,1257.0,VIU - image_r_772.jpg,1.327077990874102,0.5139712108382727
12048.0,12049.0,244769.0,244769.0,0.0,1.0,Parent to Child,0.9979787064538401,1260.0,mikalojus-ciurlionis_deluge-iv-1904-1.jpg,0.0,1.0
12091.0,12087.0,72335.99999999999,23100.0,4.0,0.0,Child to Parent,0.9969414648341157,1260.0,kuzma-petrov-vodkin_apple-and-lemon-1930.jpg,1.42726024262549,0.0
12090.0,12088.0,31395.999999999996,12720.0,3.0,1.0,Child to Parent,0.9372853418479143,1260.0,kuzma-petrov-vodkin_apple-and-lemon-1930.jpg,1.42726024262549,0.10421127765881513
12091.0,12088.0,72335.99999999999,12720.0,4.0,1.0,Child to Parent,0.9693958122684095,1260.0,kuzma-petrov-vodkin_apple-and-lemon-1930.jpg,1.42726024262549,0.0
12090.0,12089.0,31395.999999999996,2970.0,3.0,2.0,Child to Parent,0.9975819924742045,1260.0,kuzma-petrov-vodkin_apple-and-lemon-1930.jpg,1.42726024262549,0.0
12091.0,12089.0,72335.99999999999,2970.0,4.0,2.0,Child to Parent,1.0,1260.0,kuzma-petrov-vodkin_apple-and-lemon-1930.jpg,1.42726024262549,0.0
12091.0,12090.0,72335.99999999999,31395.999999999996,4.0,3.0,Child to Parent,0.9992746891381538,1260.0,kuzma-petrov-vodkin_apple-and-lemon-1930.jpg,1.42726024262549,0.0
12109.0,12107.0,47744.0,6723.0,3.0,1.0,Child to Parent,0.9819277108433735,1260.0,edouard-cortes_opera-paris.jpg,0.0,0.8048289738430584
12129.0,12122.0,50700.0,13013.000000000007,7.0,0.0,Child to Parent,0.9861356935802423,1260.0,patrick-caulfield_three-sausages-1978.jpg,28.17052450188808,0.0
12129.0,12123.0,50700.0,11550.000000000002,7.0,1.0,Child to Parent,0.9976321041679637,1260.0,patrick-caulfield_three-sausages-1978.jpg,28.17052450188808,0.19298245614035087
12129.0,12124.0,50700.0,11289.000000000002,7.0,2.0,Child to Parent,0.9753608358088918,1260.0,patrick-caulfield_three-sausages-1978.jpg,28.17052450188808,0.0
12138.0,12139.0,60198.0,60198.0,0.0,1.0,Parent to Child,0.9760020712111772,1263.0,denise-green_forces-at-play-1989.jpg,91.64293015299089,0.06692477876106195
12141.0,12142.0,8300.0,8299.999999999996,0.0,1.0,Parent to Child,0.8300501712240203,1263.0,jury-annenkov_view-of-paris-from-meudon.jpg,179.37003706989788,0.8702213279678068
12146.0,12145.0,30912.000000000007,27840.0,1.0,0.0,Child to Parent,0.8385487267395136,1263.0,howard-hodgkin_arch-1971.jpg,180.23511393715154,0.4060475161987041
12197.0,12199.0,46400.0,5600.0,0.0,2.0,Parent to Child,0.84,1266.0,MIRFLICKR25 - im7902.jpg,90.0,0.10245554614733277
12233.0,12234.0,40992.0,22512.0,2.0,3.0,Parent to Child,0.8727789623312011,1266.0,FLICKR-AES -farm9_8084_8336470757_4787d1f1c5.jpg,0.0,0.0
12250.0,12251.0,100889.99465525182,13104.001131325822,0.0,1.0,Parent to Child,1.0000000000000002,1275.0,jimmy-ernst_aeroflower-1942.jpg,3.8751532773294173,0.0
12260.0,12259.0,112469.99346822544,30551.999702513218,1.0,0.0,Child to Parent,0.8203391009227408,1275.0,antoine-blanchard_le-chatelet.jpg,90.0,0.0
12279.0,12278.0,108679.99496400393,71935.99676269316,1.0,0.0,Child to Parent,0.8074411616931176,1275.0,auguste-herbin_composition-cubiste-1917.jpg,20.79413595523758,0.0
12293.0,12295.0,20370.000002649635,1195.9999422696324,0.0,2.0,Parent to Child,1.0000000000000002,1278.0,COCO - 000000157067.jpg,0.3053875079555155,0.0
12335.0,12336.0,30552.000082636714,11255.99993151529,1.0,2.0,Parent to Child,0.921641790004458,1278.0,EVA - 388808.jpg,0.0,0.9153543307086615
12369.0,12370.0,112513.99423646955,44822.99878647927,0.0,1.0,Parent to Child,0.9285220795026694,1281.0,EVA - 58894.jpg,109.93929115747521,0.05235602094240838
12398.0,12396.0,109709.99819219117,5106.000171184533,2.0,0.0,Child to Parent,1.0000000000000002,1284.0,ion-pacea_natur-static-cu-vas-i-fructe.jpg,82.87499459310571,0.0
12417.0,12416.0,188070.99641117468,56799.99945163729,1.0,0.0,Child to Parent,1.0,1284.0,andre-pierre-arnal_pliage-folded-painting-1971-2.jpg,0.0,0.7288666249217283
12416.0,12418.0,56799.99945163729,28356.000135421764,0.0,2.0,Parent to Child,1.0,1284.0,andre-pierre-arnal_pliage-folded-painting-1971-2.jpg,0.0,0.7279388340235744
12417.0,12418.0,188070.99641117468,28356.000135421764,1.0,2.0,Parent to Child,1.0,1284.0,andre-pierre-arnal_pliage-folded-painting-1971-2.jpg,0.0,1.0
12588.0,12589.0,75198.0,43337.0,0.0,1.0,Parent to Child,0.9725735858551108,1308.0,forrest-bess_untitled-1967.jpg,90.80487520450914,0.06946039035591274
12588.0,12590.0,75198.0,10976.0,0.0,2.0,Parent to Child,1.0,1308.0,forrest-bess_untitled-1967.jpg,90.80487520450914,0.10440034512510785
12658.0,12654.0,138646.0,25056.0,4.0,0.0,Child to Parent,1.0,1323.0,ding-yanyong_vase-with-lemons-1972.jpg,0.0,0.9141055949566588
12658.0,12655.0,138646.0,14550.0,4.0,1.0,Child to Parent,1.0,1323.0,ding-yanyong_vase-with-lemons-1972.jpg,0.0,0.358161648177496
12658.0,12656.0,138646.0,2016.0,4.0,2.0,Child to Parent,1.0,1323.0,ding-yanyong_vase-with-lemons-1972.jpg,0.0,0.0
12658.0,12657.0,138646.0,1539.0,4.0,3.0,Child to Parent,1.0,1323.0,ding-yanyong_vase-with-lemons-1972.jpg,0.0,0.0
12678.0,12679.0,56200.0,56200.0,0.0,1.0,Parent to Child,0.9932295373665481,1323.0,andre-pierre-arnal_pliage-folded-painting-1971-2.jpg,0.0,0.0530469092503288
12680.0,12678.0,191484.0,56200.0,2.0,0.0,Child to Parent,1.0,1323.0,andre-pierre-arnal_pliage-folded-painting-1971-2.jpg,0.0,0.03814627994955864
12680.0,12679.0,191484.0,56200.0,2.0,1.0,Child to Parent,1.0,1323.0,andre-pierre-arnal_pliage-folded-painting-1971-2.jpg,0.0,1.0
12681.0,12682.0,132480.0,132480.0,0.0,1.0,Parent to Child,0.9944670893719807,1323.0,paul-feeley_untitled.jpg,90.0,0.03360177728408775
12701.0,12700.0,131237.0,52600.0,1.0,0.0,Child to Parent,0.94106463878327,1329.0,VIU - image_r_252.jpg,90.0,0.04068594485541358
12744.0,12740.0,118335.0,58310.0,4.0,0.0,Child to Parent,0.9856371119876522,1335.0,anne-appleby_crocus-2012.jpg,90.0,0.8162282326787699
12747.0,12740.0,116858.0,58310.0,7.0,0.0,Child to Parent,0.9775081461155891,1335.0,anne-appleby_crocus-2012.jpg,90.0,0.0448314190440904
12745.0,12741.0,118335.0,58310.0,5.0,1.0,Child to Parent,0.9610701423426513,1335.0,anne-appleby_crocus-2012.jpg,90.0,0.04385646973541138
12747.0,12741.0,116858.0,58310.0,7.0,1.0,Child to Parent,0.9917338363916995,1335.0,anne-appleby_crocus-2012.jpg,90.0,0.9097499093874593
12744.0,12742.0,118335.0,58310.0,4.0,2.0,Child to Parent,0.9626650660264106,1335.0,anne-appleby_crocus-2012.jpg,90.0,0.04358789625360231
12746.0,12742.0,116858.0,58310.0,6.0,2.0,Child to Parent,0.9408163265306122,1335.0,anne-appleby_crocus-2012.jpg,90.0,0.006298629121896999
12745.0,12743.0,118335.0,58310.0,5.0,3.0,Child to Parent,0.9812725090036014,1335.0,anne-appleby_crocus-2012.jpg,90.0,0.04450165502022802
12746.0,12743.0,116858.0,58310.0,6.0,3.0,Child to Parent,0.9408163265306122,1335.0,anne-appleby_crocus-2012.jpg,90.0,0.00963319748054835
12760.0,12759.0,118079.99999999999,36162.0,1.0,0.0,Child to Parent,0.9931631003131637,1335.0,jack-youngerman_greengage-1962.jpg,62.68439202655776,0.07832744405182568
12780.0,12779.0,173009.99999999997,41600.0,1.0,0.0,Child to Parent,1.0,1335.0,horia-bernea_prapor.jpg,90.89053625336058,0.45208948923596454
12781.0,12779.0,173010.0000000001,41600.0,2.0,0.0,Child to Parent,1.0,1335.0,horia-bernea_prapor.jpg,90.89053625336058,0.07893626002532714
12782.0,12779.0,261885.00000000006,41600.0,3.0,0.0,Child to Parent,1.0,1335.0,horia-bernea_prapor.jpg,90.89053625336058,0.07429295061207261
12781.0,12780.0,173010.0000000001,173009.99999999997,2.0,1.0,Child to Parent,0.8249174565692841,1335.0,horia-bernea_prapor.jpg,90.89053625336058,0.03755868544600939
12782.0,12780.0,261885.00000000006,173009.99999999997,3.0,1.0,Child to Parent,0.8903806822590293,1335.0,horia-bernea_prapor.jpg,90.89053625336058,0.03592569912226985
12780.0,12786.0,173009.99999999997,26004.0,1.0,7.0,Parent to Child,0.8331039708153058,1335.0,horia-bernea_prapor.jpg,90.89053625336058,0.0
12782.0,12781.0,261885.00000000006,173010.0000000001,3.0,2.0,Child to Parent,0.901864093639839,1335.0,horia-bernea_prapor.jpg,90.89053625336058,0.026856240126382307
12782.0,12783.0,261885.00000000006,26003.999999999996,3.0,4.0,Parent to Child,0.9999999999999999,1335.0,horia-bernea_prapor.jpg,90.89053625336058,0.08132147395171538
12782.0,12784.0,261885.00000000006,26004.000000000004,3.0,5.0,Parent to Child,1.0,1335.0,horia-bernea_prapor.jpg,90.89053625336058,0.08173076923076923
12793.0,12792.0,44392.0,5828.0,1.0,0.0,Child to Parent,0.9596774193548387,1335.0,burhan-dogancay_whispering-wall-1983.jpg,0.0,0.9619377162629758
12891.0,12892.0,20000.0,20000.0,0.0,1.0,Parent to Child,0.98505,1350.0,EVA - 3272.jpg,0.0,0.9057430951337133
12974.0,12975.0,15200.0,15200.0,0.0,1.0,Parent to Child,0.9769736842105263,1356.0,lajos-tihanyi_pont-st-michel-1908.jpg,90.0,0.10765124555160142
12991.0,12992.0,102200.0,102200.0,0.0,1.0,Parent to Child,0.9870939334637965,1356.0,ad-reinhardt_abstract-painting-1957.jpg,90.0,0.05759162303664921
13021.0,13022.0,191646.0,191646.0,0.0,1.0,Parent to Child,0.9924365757699091,1356.0,paul-feeley_alioth-1964.jpg,90.0,0.028961225466730495
13021.0,13023.0,191646.0,15589.0,0.0,2.0,Parent to Child,1.0,1356.0,paul-feeley_alioth-1964.jpg,90.0,0.8226018396846255
13021.0,13024.0,191646.0,15589.0,0.0,3.0,Parent to Child,1.0,1356.0,paul-feeley_alioth-1964.jpg,90.0,0.08705035971223021
13021.0,13025.0,191646.0,42968.0,0.0,4.0,Parent to Child,1.0,1356.0,paul-feeley_alioth-1964.jpg,90.0,0.5466491458607096
13021.0,13026.0,191646.0,42968.0,0.0,5.0,Parent to Child,1.0,1356.0,paul-feeley_alioth-1964.jpg,90.0,0.032800216860937925
13022.0,13023.0,191646.0,15589.0,1.0,2.0,Parent to Child,1.0,1356.0,paul-feeley_alioth-1964.jpg,90.0,0.0795006570302234
13022.0,13024.0,191646.0,15589.0,1.0,3.0,Parent to Child,1.0,1356.0,paul-feeley_alioth-1964.jpg,90.0,1.0
13022.0,13025.0,191646.0,42968.0,1.0,4.0,Parent to Child,1.0,1356.0,paul-feeley_alioth-1964.jpg,90.0,0.0
13022.0,13026.0,191646.0,42968.0,1.0,5.0,Parent to Child,1.0,1356.0,paul-feeley_alioth-1964.jpg,90.0,0.0
13023.0,13024.0,15589.0,15589.0,2.0,3.0,Parent to Child,0.9789915966386554,1356.0,paul-feeley_alioth-1964.jpg,90.0,0.08705035971223021
13025.0,13026.0,42968.0,42968.0,4.0,5.0,Parent to Child,0.9574334388382052,1356.0,paul-feeley_alioth-1964.jpg,90.0,0.0795006570302234
13037.0,13038.0,45056.0,8704.0,2.0,3.0,Parent to Child,0.9931640625,1362.0,EVA - 79346.jpg,0.0,0.0
13041.0,13039.0,24500.0,24300.0,2.0,0.0,Child to Parent,0.98834509475205,1362.0,COCO - 000000436413.jpg,89.09910867486632,0.10245554614733277
13043.0,13046.0,57067.0,17765.999999999996,0.0,3.0,Parent to Child,0.9191852348704811,1362.0,AADB - farm1_550_20000925099_b4fdcc8d06_b.jpg,79.0343210488063,0.0
13057.0,13058.0,150856.0,76466.0,0.0,1.0,Parent to Child,0.9942196531791907,1362.0,EVA - 482449.jpg,0.0,0.8195397658457811
13076.0,13075.0,7098.000000000002,7098.000000000001,1.0,0.0,Child to Parent,0.9486676004486918,1362.0,FLICKR-AES -farm6_5504_9293220557_a1b681b598.jpg,88.99445621587347,0.12931034482758622
13083.0,13081.0,35408.99950538281,9489.99963266681,2.0,0.0,Child to Parent,0.9007850512183968,1365.0,MIRFLICKR25 - im12013.jpg,0.9923683684222055,0.0
13083.0,13082.0,35408.99950538281,9239.99966088375,2.0,1.0,Child to Parent,0.9995721070613894,1365.0,MIRFLICKR25 - im12013.jpg,0.9923683684222055,0.0
13094.0,13095.0,305730.0116730895,45696.00018448747,0.0,1.0,Parent to Child,1.0,1365.0,EVA - 441655.jpg,18.822082119599685,0.25660121868652674
13106.0,13105.0,146982.00461382797,33400.000343733576,1.0,0.0,Child to Parent,1.0,1365.0,COCO - 000000349425.jpg,90.0,0.06272680145152928
13138.0,13141.0,48177.0,48160.0,0.0,3.0,Parent to Child,0.9796200166112957,1368.0,anne-appleby_jasmine-2000.jpg,90.0,0.06572514937533949
13139.0,13140.0,101352.0,100040.0,1.0,2.0,Parent to Child,0.9801829268292683,1368.0,anne-appleby_jasmine-2000.jpg,90.0,0.03477011494252873
13159.0,13162.0,31980.0,1480.0,2.0,5.0,Parent to Child,1.0,1368.0,andre-dunoyer-de-segonzac_still-life-with-peaches-and-umbrella.jpg,0.0,0.0
13181.0,13177.0,19865.0,11397.0,7.0,3.0,Child to Parent,0.9139247170307976,1368.0,camille-pissarro_brickworks-at-eragny-1888.jpg,0.0,0.0
13182.0,13184.0,97573.0,3248.0,0.0,2.0,Parent to Child,1.0,1368.0,ivan-albright_moscow-1967.jpg,0.0,0.0
13186.0,13191.0,52438.000000000015,2064.0,1.0,6.0,Parent to Child,0.9998628897234675,1368.0,david-burliuk_landscape-in-new-mexico-1942.jpg,95.1731688792066,0.0
13213.0,13212.0,67770.0,62499.0,1.0,0.0,Child to Parent,0.9940239043824701,1368.0,kazuo-nakamura_spatial-concept-1968.jpg,0.0,0.8184397163120567
13212.0,13215.0,62499.0,28044.0,0.0,3.0,Parent to Child,1.0,1368.0,kazuo-nakamura_spatial-concept-1968.jpg,0.0,0.729973474801061
13213.0,13215.0,67770.0,28044.0,1.0,3.0,Parent to Child,1.0,1368.0,kazuo-nakamura_spatial-concept-1968.jpg,0.0,0.9124668435013262
13227.0,13228.0,51074.999486655004,51074.999486655004,0.0,1.0,Parent to Child,0.9855678127164256,1371.0,edward-avedisian_beach-ball-1960.jpg,89.97251749712618,0.047265625
13232.0,13230.0,184850.99640282994,30199.999848008163,2.0,0.0,Child to Parent,0.9999999999999999,1371.0,denise-green_forces-at-play-1989.jpg,0.0,0.01722158438576349
13232.0,13231.0,184850.99640282994,73431.99901854995,2.0,1.0,Child to Parent,1.0,1371.0,denise-green_forces-at-play-1989.jpg,0.0,0.9111918124793661
13358.0,13359.0,20000.0,20000.0,0.0,1.0,Parent to Child,0.9008216482853347,1377.0,EVA - 35760.jpg,90.5280672902733,0.10341880341880341
13412.0,13411.0,245513.99490189567,245513.9949018956,1.0,0.0,Child to Parent,0.9749260735765232,1392.0,yves-gaucher_danse-carr-e-once-upon-a-square-1964.jpg,90.0,0.021984011627906978
13438.0,13439.0,143550.0,143550.0,0.0,1.0,Parent to Child,0.9665447579240682,1395.0,paul-feeley_untitled.jpg,90.0,0.03370473537604457
13446.0,13445.0,162932.0,9000.0,1.0,0.0,Child to Parent,1.0,1395.0,paul-feeley_alioth-1964.jpg,90.0,0.10245554614733277
13447.0,13445.0,162932.0,9000.0,2.0,0.0,Child to Parent,1.0,1395.0,paul-feeley_alioth-1964.jpg,90.0,0.8238780694326842
13448.0,13445.0,162932.00000000003,9000.0,3.0,0.0,Child to Parent,1.0,1395.0,paul-feeley_alioth-1964.jpg,90.0,0.15834038950042337
13446.0,13447.0,162932.0,162932.0,1.0,2.0,Parent to Child,0.989860800824884,1395.0,paul-feeley_alioth-1964.jpg,90.0,0.03339773668230748
13457.0,13458.0,57400.0,57400.0,0.0,1.0,Parent to Child,0.980836236933798,1395.0,andre-pierre-arnal_pliage-folded-painting-1971-2.jpg,90.0,0.0530469092503288
13459.0,13457.0,183645.0,57400.0,2.0,0.0,Child to Parent,1.0,1395.0,andre-pierre-arnal_pliage-folded-painting-1971-2.jpg,90.0,0.7288449660284126
13459.0,13458.0,183645.0,57400.0,2.0,1.0,Child to Parent,1.0,1395.0,andre-pierre-arnal_pliage-folded-painting-1971-2.jpg,90.0,0.0530469092503288
13527.0,13525.0,26362.0,10500.0,2.0,0.0,Child to Parent,0.98,1398.0,FLICKR-AES -farm8_7132_13703186195_f9d4069305_b.jpg,90.0,0.0
13528.0,13526.0,30870.0,3675.0,3.0,1.0,Child to Parent,1.0,1398.0,FLICKR-AES -farm8_7132_13703186195_f9d4069305_b.jpg,90.0,0.0
13597.0,13599.0,52864.0,52542.0,0.0,2.0,Parent to Child,0.9904076738609112,1404.0,mario-schifano_interno-esterno-1976.jpg,90.0,0.08248125426039536
13601.0,13600.0,108678.0,51788.0,1.0,0.0,Child to Parent,0.8925619834710744,1404.0,jamie-wyeth_monhegan-bell-1978.jpg,0.0,0.0
13601.0,13602.0,108678.0,3234.0,1.0,2.0,Parent to Child,1.0,1404.0,jamie-wyeth_monhegan-bell-1978.jpg,0.0,0.0
13606.0,13604.0,73259.99999999997,10200.0,3.0,1.0,Child to Parent,1.0,1404.0,jules-lefranc_le-metro-aerien.jpg,13.682475954993649,0.0
13606.0,13605.0,73259.99999999997,11815.000000000004,3.0,2.0,Child to Parent,0.8652384839147484,1404.0,jules-lefranc_le-metro-aerien.jpg,13.682475954993649,0.0
13606.0,13607.0,73259.99999999997,14740.0,3.0,4.0,Parent to Child,0.8831965133432536,1404.0,jules-lefranc_le-metro-aerien.jpg,13.682475954993649,0.0
13621.0,13622.0,88150.0,56375.0,0.0,1.0,Parent to Child,0.9854634146341463,1404.0,genevieve-asse_shared-space-2004.jpg,90.0,0.05179794520547945
13627.0,13628.0,256540.0,15080.0,0.0,1.0,Parent to Child,1.0,1404.0,richard-tuttle_two-with-any-2-1-1999.jpg,90.0,0.04595518420053171
13719.0,13720.0,20000.0,20000.0,0.0,1.0,Parent to Child,0.8756,1413.0,MIRFLICKR25 - im14193.jpg,90.0,0.10245554614733277
13723.0,13724.0,19999.999999999993,19999.999999999993,0.0,1.0,Parent to Child,0.9844672099003628,1413.0,VIU - image_r_7.jpg,89.16504181882163,0.10256410256410256
13728.0,13729.0,20000.0,20000.0,0.0,1.0,Parent to Child,0.98,1413.0,COCO - 000000430160.jpg,90.0,0.10245554614733277
13730.0,13731.0,20000.0,20000.0,0.0,1.0,Parent to Child,1.0,1413.0,COCO - 000000349425.jpg,90.0,0.10245554614733277
13732.0,13733.0,20000.0,20000.0,0.0,1.0,Parent to Child,0.8722,1413.0,EVA - 345927.jpg,90.0,0.10245554614733277
13742.0,13743.0,20000.0,20000.0,0.0,1.0,Parent to Child,0.9751,1413.0,MIRFLICKR25 - im17.jpg,90.0,0.10245554614733277
13744.0,13745.0,20000.0,20000.0,0.0,1.0,Parent to Child,0.99,1413.0,EVA - 250452.jpg,90.0,0.10245554614733277
13840.0,13839.0,197546.99999999994,18530.0,1.0,0.0,Child to Parent,1.0,1425.0,EVA - 950600.jpg,1.9288134250246873,0.0
13848.0,13847.0,79716.0,11590.0,2.0,1.0,Child to Parent,0.860655737704918,1425.0,COCO - 000000188120.jpg,0.0,0.0
13850.0,13849.0,125367.00000000001,60695.0,1.0,0.0,Child to Parent,0.9856542120108452,1425.0,FLICKR-AES -farm6_5482_11387807106_4f7c555026.jpg,1.691924038602309,0.0
13864.0,13865.0,136004.00000000003,4144.000000000001,0.0,1.0,Parent to Child,1.0,1425.0,FLICKR-AES -farm6_5504_9293220557_a1b681b598.jpg,29.96063791778577,0.0
13869.0,13870.0,53799.0,7821.0,0.0,1.0,Parent to Child,0.9978902953586498,1425.0,EVA - 174299.jpg,0.0,0.0
13872.0,13871.0,61335.0,23000.0,1.0,0.0,Child to Parent,1.0,1425.0,EVA - 79346.jpg,0.0,0.6389301634472511
13872.0,13873.0,61335.0,20586.0,1.0,2.0,Parent to Child,0.9929078014184397,1425.0,EVA - 79346.jpg,0.0,0.0
13872.0,13874.0,61335.0,20586.0,1.0,3.0,Parent to Child,0.8772952491984845,1425.0,EVA - 79346.jpg,0.0,0.0
13885.0,13886.0,48800.0,6440.0,0.0,1.0,Parent to Child,1.0,1425.0,MemCat - 000000544638.jpg,0.0,0.919931856899489
13904.0,13906.0,29200.0,4463.999999999998,1.0,3.0,Parent to Child,1.0,1425.0,BSD - 35008.jpg,70.12782418075611,0.11669658886894076
