Participant_id,Image,Num_boxes,Num_nestings,Num_nestings_pc,Num_nestings_cp
109,eugene-delacroix_a-corner-of-the-studio(1).jpg,6,1,0,1
109,fernand-leger_mother-and-child-1955.jpg,6,2,1,1
109,alighiero-boetti_pier-piet-1974.jpg,2,1,1,0
109,boris-kustodiev_venice-quay-grand-canal-with-views-of-the-island-of-san-giorgio.jpg,3,0,0,0
109,alexandre-benois_versailles-greenhouse(1).jpg,10,0,0,0
109,adolphe-joseph-thomas-monticelli_still-life-with-white-pitcher.jpg,5,0,0,0
109,natalia-dumitresco_fleurs-1971.jpg,4,0,0,0
109,jules-lefranc_le-metro-aerien.jpg,6,0,0,0
109,henri-rousseau_the-pink-candle-1910.jpg,6,1,1,0
109,cy-twombly_untitled-blooming-a-scattering-of-blossoms-other-things.jpg,3,0,0,0
109,helen-frankenthaler_mary-mary-1987.jpg,2,0,0,0
109,mario-schifano_interno-esterno-1976.jpg,5,1,1,0
109,genevieve-asse_shared-space-2004.jpg,2,0,0,0
109,mstislav-dobuzhinsky_a-cottage-in-st-petersburg-1905.jpg,6,0,0,0
109,paul-feeley_untitled.jpg,3,3,1,2
109,edouard-manet_peaches-1882.jpg,2,1,1,0
115,COCO - 000000282675.jpg,5,0,0,0
115,FLICKR-AES -farm6_5504_9293220557_a1b681b598.jpg,5,0,0,0
115,FLICKR-AES -farm9_8084_8336470757_4787d1f1c5.jpg,1,0,0,0
115,COCO - 000000275450.jpg,6,0,0,0
115,EVA - 61719.jpg,2,0,0,0
115,MIRFLICKR25 - im12928.jpg,2,0,0,0
115,EVA - 671769.jpg,4,0,0,0
115,EVA - 696978.jpg,4,0,0,0
115,MIRFLICKR25 - im1546.jpg,8,0,0,0
115,VIU - image_r_772.jpg,6,0,0,0
115,FLICKR-AES -farm9_8518_8579998556_b6556512bd.jpg,3,0,0,0
115,FLICKR-AES -farm6_5512_10503154804_53957607f6.jpg,6,0,0,0
115,EVA - 345927.jpg,4,0,0,0
115,FLICKR-AES -farm9_8173_8068829172_c633f1f900.jpg,3,1,1,0
115,EVA - 251858.jpg,3,0,0,0
115,AADB - farm4_3708_20118214951_4b050ec0bc_b.jpg,5,0,0,0
115,FLICKR-AES -farm6_5545_9308487862_051731b459_b.jpg,5,2,2,0
115,MemCat - n02793495_7506.jpg,3,0,0,0
115,EVA - 79346.jpg,5,0,0,0
115,EVA - 199586.jpg,4,0,0,0
115,EVA - 345387.jpg,1,0,0,0
115,MIRFLICKR25 - im20106.jpg,5,0,0,0
115,EVA - 38963.jpg,1,0,0,0
115,MIRFLICKR25 - im12084.jpg,2,0,0,0
115,VIU - image_r_613.jpg,3,0,0,0
118,FLICKR-AES -farm6_5673_23704041320_9e5791219d_b.jpg,1,0,0,0
118,MIRFLICKR25 - im1440.jpg,1,0,0,0
118,EVA - 355250.jpg,2,0,0,0
118,COCO - 000000158702.jpg,3,0,0,0
118,AADB - farm1_268_19534013654_50c879f919_b.jpg,3,0,0,0
118,EVA - 282788.jpg,2,0,0,0
118,FLICKR-AES -farm6_5501_11641391566_705dac07d7.jpg,1,0,0,0
118,COCO - 000000347953.jpg,2,0,0,0
118,CAT2000 -169.jpg,2,0,0,0
118,MemCat - n02118333_14064.jpg,3,0,0,0
118,EVA - 956489.jpg,1,0,0,0
118,COCO - 000000188120.jpg,3,2,0,2
118,EVA - 58894.jpg,3,0,0,0
118,EVA - 388808.jpg,2,1,0,1
118,EVA - 29164.jpg,3,3,0,3
118,EVA - 771322.jpg,1,0,0,0
118,MIRFLICKR25 - im12315.jpg,2,1,0,1
118,CAT2000 -195.jpg,2,0,0,0
118,VIU - image_r_739.jpg,9,6,6,0
118,MIRFLICKR25 - im14658.jpg,1,0,0,0
118,MemCat - n04587559_11388.jpg,2,0,0,0
118,EVA - 60459.jpg,1,0,0,0
118,FLICKR-AES -farm9_8265_8635344764_454c8b90c1.jpg,1,0,0,0
118,FLICKR-AES -farm6_5520_11548707806_3f26f8b155_b.jpg,1,0,0,0
118,EVA - 4310.jpg,2,0,0,0
121,georges-braque_the-castle-in-la-roche-guyon-1909.jpg,2,0,0,0
121,edward-hopper_early-sunday-morning.jpg,3,0,0,0
